order_id,order_date,ship_date,ship_mode,product_name
CA-2015-117415,42365,42369,Standard Class,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors"
CA-2015-117415,42365,42369,Standard Class,"Global Fabric Manager's Chair, Dark Gray"
CA-2015-117415,42365,42369,Standard Class,Plantronics HL10 Handset Lifter
CA-2017-120999,42988,42993,Standard Class,Panasonic Kx-TS550
CA-2016-101343,42568,42573,Standard Class,"Eldon Base for stackable storage shelf, platinum"
CA-2017-139619,42997,43001,Standard Class,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers"
CA-2016-118255,42440,42442,First Class,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack"
CA-2016-118255,42440,42442,First Class,Wilson Jones Leather-Like Binders with DublLock Round Rings
CA-2014-146703,41932,41937,Second Class,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black"
CA-2016-169194,42541,42546,Standard Class,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive
CA-2016-169194,42541,42546,Standard Class,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite"
CA-2015-115742,42112,42116,Standard Class,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack"
CA-2015-115742,42112,42116,Standard Class,Avery 485
CA-2015-115742,42112,42116,Standard Class,Longer-Life Soft White Bulbs
CA-2015-115742,42112,42116,Standard Class,"Global Leather Task Chair, Black"
CA-2016-105816,42715,42721,Standard Class,Advantus Push Pins
CA-2016-105816,42715,42721,Standard Class,AT&T CL83451 4-Handset Telephone
CA-2016-111682,42538,42539,First Class,Home/Office Personal File Carts
CA-2016-111682,42538,42539,First Class,Xerox 232
CA-2016-111682,42538,42539,First Class,Novimex Turbo Task Chair
CA-2016-111682,42538,42539,First Class,"Array Parchment Paper, Assorted Colors"
CA-2016-111682,42538,42539,First Class,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive
CA-2016-111682,42538,42539,First Class,Plastic Binding Combs
CA-2016-111682,42538,42539,First Class,Prang Dustless Chalk Sticks
CA-2015-135545,42332,42338,Standard Class,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack"
CA-2015-135545,42332,42338,Standard Class,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11"""
CA-2015-135545,42332,42338,Standard Class,Xerox 1943
CA-2015-135545,42332,42338,Standard Class,Luxo Economy Swing Arm Lamp
US-2015-164175,42124,42129,Standard Class,"Global Value Mid-Back Manager's Chair, Gray"
CA-2014-106376,41978,41983,Standard Class,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige"
CA-2014-106376,41978,41983,Standard Class,netTALK DUO VoIP Telephone Service
CA-2016-119823,42525,42527,First Class,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate"
CA-2016-106075,42631,42636,Standard Class,Avery Binding System Hidden Tab Executive Style Index Sets
CA-2017-114440,42992,42995,Second Class,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16"""
US-2015-134026,42120,42126,Standard Class,High-Back Leather Manager's Chair
US-2015-134026,42120,42126,Standard Class,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48"""
US-2015-134026,42120,42126,Standard Class,Safco Industrial Wire Shelving System
US-2017-118038,43078,43080,First Class,Economy Binders
US-2017-118038,43078,43080,First Class,"6"" Cubicle Wall Clock, Black"
US-2017-118038,43078,43080,First Class,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h"
US-2014-147606,41969,41974,Second Class,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak"
CA-2016-127208,42533,42536,First Class,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"
CA-2016-127208,42533,42536,First Class,Avery Heavy-Duty EZD  Binder With Locking Rings
CA-2014-139451,41924,41928,Standard Class,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind"
CA-2014-139451,41924,41928,Standard Class,"Sortfiler Multipurpose Personal File Organizer, Black"
CA-2015-149734,42250,42255,Standard Class,Jet-Pak Recycled Peel 'N' Seal Padded Mailers
US-2017-119662,43052,43055,First Class,Safco Industrial Wire Shelving
CA-2017-140088,42883,42885,Second Class,Novimex Swivel Fabric Task Chair
CA-2017-155558,43034,43041,Standard Class,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired
CA-2017-155558,43034,43041,Standard Class,Avery 511
CA-2016-159695,42465,42470,Second Class,Eldon Portable Mobile Manager
CA-2016-109806,42630,42635,Standard Class,Turquoise Lead Holder with Pocket Clip
CA-2016-109806,42630,42635,Standard Class,Panasonic Kx-TS550
CA-2016-109806,42630,42635,Standard Class,Xerox 1995
CA-2015-149587,42035,42040,Second Class,Xerox 1999
CA-2015-149587,42035,42040,Second Class,"Seth Thomas 13 1/2"" Wall Clock"
CA-2015-149587,42035,42040,Second Class,Ibico Standard Transparent Covers
US-2017-109484,43045,43051,Standard Class,Flexible Leather- Look Classic Collection Ring Binder
CA-2017-161018,43048,43050,Second Class,9-3/4 Diameter Round Wall Clock
CA-2017-157833,42903,42906,First Class,Trimflex Flexible Post Binders
CA-2016-149223,42619,42624,Standard Class,Fellowes Basic Home/Office Series Surge Protectors
CA-2016-158568,42611,42615,Standard Class,Avery Personal Creations Heavyweight Cards
CA-2016-158568,42611,42615,Standard Class,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card
CA-2016-158568,42611,42615,Standard Class,Avery Hidden Tab Dividers for Binding Systems
CA-2016-129903,42705,42708,Second Class,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)
US-2015-156867,42321,42325,Standard Class,Logitech K350 2.4Ghz Wireless Keyboard
US-2015-156867,42321,42325,Standard Class,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting"
US-2015-156867,42321,42325,Standard Class,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets"
CA-2017-119004,43062,43067,Standard Class,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive
CA-2017-119004,43062,43067,Standard Class,Speck Products Candyshell Flip Case
CA-2017-119004,43062,43067,Standard Class,Newell Chalk Holder
CA-2015-129476,42292,42297,Standard Class,Logitech Gaming G510s - Keyboard
CA-2017-146780,43094,43099,Standard Class,Magnifier Swing Arm Lamp
CA-2016-128867,42677,42684,Standard Class,"Hunt PowerHouse Electric Pencil Sharpener, Blue"
CA-2016-128867,42677,42684,Standard Class,"Avery Durable Plastic 1"" Binders"
CA-2014-115259,41876,41878,Second Class,"OIC Colored Binder Clips, Assorted Sizes"
CA-2014-115259,41876,41878,Second Class,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2"
CA-2014-115259,41876,41878,Second Class,Xerox 1921
CA-2014-115259,41876,41878,Second Class,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White"
CA-2015-110457,42065,42069,Standard Class,Hon Racetrack Conference Tables
US-2015-136476,42099,42104,Standard Class,GBC DocuBind 300 Electric Binding Machine
CA-2016-103730,42533,42536,First Class,Artistic Insta-Plaque
CA-2016-103730,42533,42536,First Class,DXL Angle-View Binders with Locking Rings by Samsill
CA-2016-103730,42533,42536,First Class,"Companion Letter/Legal File, Black"
CA-2016-103730,42533,42536,First Class,Globe Weis Peel & Seel First Class Envelopes
CA-2016-103730,42533,42536,First Class,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7
US-2014-152030,41999,42001,Second Class,Global Deluxe High-Back Manager's Chair
US-2014-134614,41902,41907,Standard Class,Bevis 44 x 96 Conference Tables
US-2017-107272,43044,43051,Standard Class,"Avery Durable Slant Ring Binders, No Labels"
US-2017-107272,43044,43051,Standard Class,"Trav-L-File Heavy-Duty Shuttle II, Black"
US-2016-125969,42680,42684,Second Class,"Global Task Chair, Black"
US-2016-125969,42680,42684,Second Class,Eldon Cleatmat Plus Chair Mats for High Pile Carpets
US-2017-164147,42768,42771,First Class,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5
US-2017-164147,42768,42771,First Class,Xerox 1916
US-2017-164147,42768,42771,First Class,Staples
CA-2016-145583,42656,42662,Standard Class,Xerox 195
CA-2016-145583,42656,42662,Standard Class,Xerox 1880
CA-2016-145583,42656,42662,Standard Class,"Sanford Colorific Colored Pencils, 12/Box"
CA-2016-145583,42656,42662,Standard Class,Ideal Clamps
CA-2016-145583,42656,42662,Standard Class,GBC Wire Binding Strips
CA-2016-145583,42656,42662,Standard Class,Fiskars Softgrip Scissors
CA-2016-145583,42656,42662,Standard Class,Longer-Life Soft White Bulbs
CA-2016-110366,42618,42620,Second Class,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
CA-2017-106180,42996,43001,Standard Class,Newell 343
CA-2017-106180,42996,43001,Standard Class,Convenience Packs of Business Envelopes
CA-2017-106180,42996,43001,Standard Class,Xerox 1911
CA-2017-155376,43091,43096,Standard Class,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators
CA-2015-110744,42254,42259,Standard Class,Safco Industrial Wire Shelving
CA-2014-110072,41934,41940,Standard Class,"Seth Thomas 14"" Putty-Colored Wall Clock"
CA-2016-114489,42709,42713,Standard Class,Plantronics Cordless Phone Headset with In-line Volume - M214C
CA-2016-114489,42709,42713,Standard Class,Anker Astro 15000mAh USB Portable Charger
CA-2016-114489,42709,42713,Standard Class,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back"
CA-2016-114489,42709,42713,Standard Class,GBC Prestige Therm-A-Bind Covers
CA-2016-158834,42442,42445,First Class,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection
CA-2016-158834,42442,42445,First Class,Jabra BIZ 2300 Duo QD Duo Corded Headset
CA-2015-124919,42155,42157,First Class,Southworth 25% Cotton Antique Laid Paper & Envelopes
CA-2015-124919,42155,42157,First Class,Xerox 1883
CA-2015-124919,42155,42157,First Class,"Tenex Personal Project File with Scoop Front Design, Black"
CA-2015-118948,42152,42158,Standard Class,Newell 311
CA-2014-104269,41699,41704,Second Class,Global Deluxe High-Back Manager's Chair
CA-2016-114104,42694,42698,Standard Class,Avery 519
CA-2016-114104,42694,42698,Standard Class,Avaya 5420 Digital phone
CA-2016-162733,42501,42502,First Class,Xerox 1920
CA-2015-119697,42366,42369,Second Class,Lenovo 17-Key USB Numeric Keypad
CA-2016-154508,42690,42694,Standard Class,Staple envelope
CA-2016-113817,42681,42685,Standard Class,Wilson Jones International Size A4 Ring Binders
CA-2014-139892,41890,41894,Standard Class,BIC Brite Liner Highlighters
CA-2014-139892,41890,41894,Standard Class,Lexmark MX611dhe Monochrome Laser Printer
CA-2014-139892,41890,41894,Standard Class,Space Solutions HD Industrial Steel Shelving.
CA-2014-139892,41890,41894,Standard Class,SAFCO Arco Folding Chair
CA-2014-139892,41890,41894,Standard Class,Sanford Liquid Accent Highlighters
CA-2014-139892,41890,41894,Standard Class,Kensington 7 Outlet MasterPiece Power Center
CA-2014-139892,41890,41894,Standard Class,JBL Micro Wireless Portable Bluetooth Speaker
CA-2014-118962,41856,41860,Standard Class,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”"
CA-2014-118962,41856,41860,Standard Class,Xerox 1913
CA-2014-118962,41856,41860,Standard Class,"Global Value Steno Chair, Gray"
US-2014-100853,41896,41901,Standard Class,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center
US-2014-100853,41896,41901,Standard Class,Avery 51
US-2017-152366,42846,42850,Second Class,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection"
US-2015-101511,42329,42331,Second Class,"Padded Folding Chairs, Black, 4/Carton"
US-2015-101511,42329,42331,Second Class,Acme Rosewood Handle Letter Opener
CA-2015-137225,42353,42357,Standard Class,"Sanford Colorific Eraseable Coloring Pencils, 12 Count"
CA-2014-166191,41978,41982,Second Class,"Tenex File Box, Personal Filing Tote with Lid, Black"
CA-2014-166191,41978,41982,Second Class,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB
CA-2014-158274,41962,41967,Second Class,AT&T TR1909W
CA-2014-158274,41962,41967,Second Class,Nokia Lumia 521 (T-Mobile)
CA-2014-158274,41962,41967,Second Class,HP Standard 104 key PS/2 Keyboard
CA-2016-105018,42702,42706,Standard Class,Avery Poly Binder Pockets
CA-2014-123260,41877,41881,Standard Class,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card
CA-2016-157000,42567,42573,Standard Class,"Personal Filing Tote with Lid, Black/Gray"
CA-2016-157000,42567,42573,Standard Class,Southworth 25% Cotton Antique Laid Paper & Envelopes
CA-2015-102281,42289,42291,First Class,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors"
CA-2015-102281,42289,42291,First Class,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink
CA-2015-102281,42289,42291,First Class,Xerox 205
CA-2015-102281,42289,42291,First Class,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors"
CA-2015-102281,42289,42291,First Class,4009 Highlighters by Sanford
CA-2015-131457,42308,42314,Standard Class,Poly String Tie Envelopes
CA-2014-140004,41719,41723,Standard Class,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set"
CA-2014-140004,41719,41723,Standard Class,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box"
CA-2017-107720,43045,43052,Standard Class,Decoflex Hanging Personal Folder File
US-2017-124303,42922,42929,Standard Class,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue"
US-2017-124303,42922,42929,Standard Class,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page"
CA-2017-105074,42910,42915,Standard Class,Southworth 25% Cotton Linen-Finish Paper & Envelopes
CA-2014-133690,41854,41856,First Class,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables
CA-2014-133690,41854,41856,First Class,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack"
US-2017-116701,43086,43090,Second Class,Eureka Sanitaire  Commercial Upright
CA-2017-126382,42889,42893,Standard Class,"Eldon 200 Class Desk Accessories, Burgundy"
CA-2017-108329,43078,43083,Standard Class,Nortel Business Series Terminal T7208 Digital phone
CA-2017-135860,43070,43076,Standard Class,"Tennsco Lockers, Gray"
CA-2017-135860,43070,43076,Standard Class,Panasonic KX-TG6844B Expandable Digital Cordless Telephone
CA-2017-135860,43070,43076,Standard Class,"Avery Durable Slant Ring Binders, No Labels"
CA-2017-135860,43070,43076,Standard Class,"Advantus Push Pins, Aluminum Head"
CA-2017-135860,43070,43076,Standard Class,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h"
CA-2015-101007,42044,42048,Second Class,Memorex Micro Travel Drive 8 GB
CA-2015-146262,42006,42013,Standard Class,Avery 505
CA-2015-146262,42006,42013,Standard Class,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine
CA-2015-146262,42006,42013,Standard Class,Speck Products Candyshell Flip Case
CA-2015-146262,42006,42013,Standard Class,Cisco 9971 IP Video Phone Charcoal
CA-2015-146262,42006,42013,Standard Class,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive
CA-2016-130162,42671,42675,Standard Class,"Personal Filing Tote with Lid, Black/Gray"
CA-2016-130162,42671,42675,Standard Class,Adtran 1202752G1
CA-2015-169397,42362,42365,First Class,OIC Bulk Pack Metal Binder Clips
CA-2015-169397,42362,42365,First Class,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle"
CA-2015-169397,42362,42365,First Class,Ibico Standard Transparent Covers
CA-2015-169397,42362,42365,First Class,"Executive Impressions 14"" Two-Color Numerals Wall Clock"
CA-2015-169397,42362,42365,First Class,Swingline SM12-08 MicroCut Jam Free Shredder
CA-2015-169397,42362,42365,First Class,Stanley Bostitch Contemporary Electric Pencil Sharpeners
CA-2015-163055,42225,42232,Standard Class,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow"
CA-2015-163055,42225,42232,Standard Class,Bevis 36 x 72 Conference Tables
CA-2015-163055,42225,42232,Standard Class,Rogers Deluxe File Chest
US-2015-145436,42063,42067,Standard Class,Global Low Back Tilter Chair
US-2015-145436,42063,42067,Standard Class,"Global Push Button Manager's Chair, Indigo"
US-2014-156216,41895,41899,Standard Class,GBC Instant Index System for Binding Systems
US-2017-100930,42832,42837,Standard Class,Bush Advantage Collection Round Conference Table
US-2017-100930,42832,42837,Standard Class,Bretford Rectangular Conference Table Tops
US-2017-100930,42832,42837,Standard Class,GBC Instant Index System for Binding Systems
US-2017-100930,42832,42837,Standard Class,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"""
US-2017-100930,42832,42837,Standard Class,Logitech P710e Mobile Speakerphone
CA-2017-160514,43051,43055,Standard Class,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
CA-2016-157749,42525,42530,Second Class,Xerox 1957
CA-2016-157749,42525,42530,Second Class,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base
CA-2016-157749,42525,42530,Second Class,Staple-based wall hangings
CA-2016-157749,42525,42530,Second Class,PureGear Roll-On Screen Protector
CA-2016-157749,42525,42530,Second Class,KI Conference Tables
CA-2016-157749,42525,42530,Second Class,Eldon 100 Class Desk Accessories
CA-2016-157749,42525,42530,Second Class,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set"
CA-2014-131926,41791,41796,Second Class,Global Deluxe High-Back Manager's Chair
CA-2014-131926,41791,41796,Second Class,Safco Steel Mobile File Cart
CA-2014-131926,41791,41796,Second Class,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book"
CA-2014-131926,41791,41796,Second Class,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room
CA-2014-131926,41791,41796,Second Class,Xerox 205
CA-2016-154739,42714,42719,Second Class,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"
CA-2016-145625,42624,42630,Standard Class,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page"
CA-2016-145625,42624,42630,Standard Class,Logitech P710e Mobile Speakerphone
CA-2016-146941,42714,42717,First Class,"Fellowes Personal Hanging Folder Files, Navy"
CA-2016-146941,42714,42717,First Class,Tyvek Side-Opening Peel & Seel Expanding Envelopes
US-2015-159982,42336,42342,Standard Class,Eldon 100 Class Desk Accessories
US-2015-159982,42336,42342,Standard Class,"Belkin 19"" Vented Equipment Shelf, Black"
US-2015-159982,42336,42342,Standard Class,"Tenex Personal Project File with Scoop Front Design, Black"
US-2015-159982,42336,42342,Standard Class,Logitech Mobile Speakerphone P710e - speaker phone
CA-2017-163139,43070,43072,Second Class,Sabrent 4-Port USB 2.0 Hub
CA-2017-163139,43070,43072,Second Class,Safco Industrial Shelving
CA-2017-163139,43070,43072,Second Class,Acco 3-Hole Punch
US-2017-155299,42894,42898,Standard Class,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac
US-2014-106992,41901,41903,Second Class,Lexmark MX611dhe Monochrome Laser Printer
US-2014-106992,41901,41903,Second Class,Xerox WorkCentre 6505DN Laser Multifunction Printer
CA-2016-125318,42527,42534,Standard Class,Cisco Small Business SPA 502G VoIP phone
CA-2015-155040,42318,42323,Standard Class,Microsoft Sculpt Comfort Mouse
CA-2017-136826,42902,42906,Standard Class,"Quartet Omega Colored Chalk, 12/Pack"
CA-2016-111010,42391,42397,Standard Class,Bagged Rubber Bands
US-2017-145366,43078,43082,Standard Class,Safco Commercial Shelving
US-2017-145366,43078,43082,Standard Class,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13"
CA-2017-163979,43097,43102,Second Class,Adjustable Depth Letter/Legal Cart
CA-2015-155334,42215,42216,First Class,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
CA-2015-155334,42215,42216,First Class,Regeneration Desk Collection
CA-2015-155334,42215,42216,First Class,Presstex Flexible Ring Binders
CA-2017-118136,42994,42995,First Class,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"
CA-2017-118136,42994,42995,First Class,Newell 330
CA-2017-132976,43021,43025,Standard Class,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad"
CA-2017-132976,43021,43025,Standard Class,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages"
CA-2017-132976,43021,43025,Standard Class,Eldon Simplefile Box Office
CA-2017-132976,43021,43025,Standard Class,Avery 489
US-2015-161991,42273,42275,Second Class,Round Ring Binders
US-2015-161991,42273,42275,Second Class,Bose SoundLink Bluetooth Speaker
CA-2015-130890,42310,42314,Standard Class,"Bevis Round Bullnose 29"" High Table Top"
CA-2015-130883,42273,42279,Standard Class,Easy-staple paper
CA-2015-130883,42273,42279,Standard Class,Microsoft Arc Touch Mouse
CA-2015-130883,42273,42279,Standard Class,Xerox 216
CA-2016-112697,42722,42724,Second Class,GBC VeloBinder Electric Binding Machine
CA-2016-112697,42722,42724,Second Class,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection"
CA-2016-112697,42722,42724,Second Class,Premier Automatic Letter Opener
CA-2016-110772,42694,42698,Second Class,Advantus SlideClip Paper Clips
CA-2016-110772,42694,42698,Second Class,Avery 512
CA-2016-110772,42694,42698,Second Class,Logitech Wireless Gaming Headset G930
CA-2016-110772,42694,42698,Second Class,"Bush Westfield Collection Bookcases, Medium Cherry Finish"
CA-2014-111451,41999,42001,First Class,"Howard Miller 13"" Diameter Goldtone Round Wall Clock"
CA-2014-111451,41999,42001,First Class,Global Deluxe Office Fabric Chairs
CA-2014-111451,41999,42001,First Class,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection
CA-2014-111451,41999,42001,First Class,Ibico Laser Imprintable Binding System Covers
CA-2014-111451,41999,42001,First Class,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box"
CA-2016-142545,42671,42677,Standard Class,Xerox 223
CA-2016-142545,42671,42677,Standard Class,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand"
CA-2016-142545,42671,42677,Standard Class,Xerox 1939
CA-2016-142545,42671,42677,Standard Class,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"
CA-2016-142545,42671,42677,Standard Class,Avery Premier Heavy-Duty Binder with Round Locking Rings
US-2017-152380,43058,43062,Standard Class,BPI Conference Tables
CA-2015-144253,42128,42133,Second Class,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp
CA-2014-130960,42003,42008,Standard Class,Newell 350
CA-2014-111003,41791,41796,Standard Class,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack"
CA-2014-111003,41791,41796,Standard Class,Boston Heavy-Duty Trimline Electric Pencil Sharpeners
CA-2017-126774,42840,42842,First Class,Faber Castell Col-Erase Pencils
CA-2016-142902,42625,42627,Second Class,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings
CA-2016-142902,42625,42627,Second Class,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
CA-2016-142902,42625,42627,Second Class,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany"
CA-2016-142902,42625,42627,Second Class,Avery 509
CA-2014-120887,41909,41915,Standard Class,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black"
CA-2014-167850,41860,41867,Standard Class,AT&T 1070 Corded Phone
CA-2014-167850,41860,41867,Standard Class,Xerox 21
CA-2014-164259,42001,42003,First Class,"Boston School Pro Electric Pencil Sharpener, 1670"
CA-2014-164973,41947,41952,Standard Class,DMI Arturo Collection Mission-style Design Wood Chair
CA-2014-164973,41947,41952,Standard Class,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier
CA-2014-164973,41947,41952,Standard Class,Panasonic Kx-TS550
CA-2014-164973,41947,41952,Standard Class,NETGEAR N750 Dual Band Wi-Fi Gigabit Router
CA-2014-164973,41947,41952,Standard Class,"Trav-L-File Heavy-Duty Shuttle II, Black"
CA-2014-156601,41901,41906,Standard Class,OIC Binder Clips
CA-2016-162138,42483,42487,Standard Class,Ibico Laser Imprintable Binding System Covers
CA-2016-162138,42483,42487,Standard Class,Logitech Wireless Headset h800
