product_id,sales,quantity,discount,profit
OFF-BI-10002794,"36,882",3,"0,7","-25,8174"
TEC-AC-10003499,"74,112",8,"0,2","17,6016"
TEC-PH-10002844,"27,992",1,"0,2","2,0994"
OFF-AR-10000390,"3,304",1,"0,2","1,0738"
TEC-AC-10000844,"339,96",5,"0,2","67,992"
FUR-FU-10001934,"41,96",2,0,"10,9096"
OFF-AR-10000380,"75,96",2,0,"22,788"
OFF-BI-10003981,"27,24",6,0,"13,3476"
OFF-FA-10000621,"40,096",14,"0,2","14,5348"
OFF-EN-10002600,"4,72",2,"0,2","1,652"
OFF-PA-10004965,"23,976",3,"0,2","7,4925"
OFF-EN-10002504,"130,464",6,"0,2","44,0316"
FUR-TA-10001768,"787,53",3,0,"165,3813"
OFF-BI-10003650,"157,794",1,"0,7","-115,7156"
FUR-FU-10002157,"47,04",3,0,"18,3456"
OFF-BI-10003910,"30,84",4,0,"13,878"
OFF-ST-10000777,"226,56",6,0,"63,4368"
OFF-EN-10002500,"115,02",9,0,"51,759"
TEC-PH-10003875,"68,04",7,0,"19,7316"
FUR-CH-10004063,"600,558",3,"0,3","-8,5794"
FUR-TA-10004534,"617,7",6,"0,5","-407,682"
OFF-BI-10003274,"2,388",2,"0,7","-1,8308"
OFF-ST-10002974,"243,992",7,"0,2","30,499"
FUR-CH-10001146,"81,424",2,"0,2","-9,1602"
FUR-FU-10003773,"238,56",3,0,"26,2416"
TEC-PH-10002293,"59,97",5,"0,4","-11,994"
OFF-PA-10002377,"78,304",2,"0,2","29,364"
OFF-FA-10002780,"21,456",9,"0,2","6,9732"
OFF-PA-10001804,"20,04",3,0,"9,6192"
OFF-PA-10001736,"35,44",1,0,"16,6568"
OFF-AR-10001149,"11,52",4,0,"3,456"
OFF-FA-10002988,"4,02",2,0,"1,9698"
OFF-BI-10004781,"76,176",3,"0,2","26,6616"
OFF-SU-10001218,"65,88",6,0,"18,4464"
FUR-FU-10001706,"43,12",14,0,"20,6976"
FUR-FU-10004848,"82,8",2,"0,2","10,35"
OFF-AR-10000940,"8,82",3,0,"2,3814"
OFF-EN-10004030,"10,86",3,0,"5,1042"
OFF-PA-10004327,"143,7",3,0,"68,976"
OFF-AP-10001058,"839,43",3,0,"218,2518"
OFF-ST-10003656,"671,93",7,0,"20,1579"
FUR-FU-10000521,"93,888",4,"0,2","12,9096"
TEC-PH-10000215,"384,45",11,0,"103,8015"
TEC-PH-10001448,"149,97",3,0,"5,9988"
FUR-CH-10000454,"1951,84",8,0,"585,552"
OFF-BI-10002735,"171,55",5,0,"80,6285"
OFF-AP-10000326,"157,92",5,"0,2","17,766"
TEC-PH-10001254,"203,184",2,"0,2","15,2388"
OFF-PA-10001950,"58,38",7,0,"26,271"
OFF-PA-10002254,"105,52",4,0,"48,5392"
OFF-ST-10001590,"80,88",6,0,"21,0288"
OFF-AR-10001547,"6,63",3,0,"1,7901"
FUR-CH-10004063,"457,568",2,"0,2","51,4764"
OFF-LA-10002475,"14,62",2,0,"6,8714"
TEC-PH-10004536,"944,93",7,0,"236,2325"
OFF-PA-10002751,"5,98",1,0,"2,691"
TEC-AC-10003657,"54,384",2,"0,2","1,3596"
OFF-EN-10001990,"28,4",5,0,"13,348"
OFF-BI-10004002,"27,68",2,"0,2","9,688"
OFF-AR-10004441,"9,936",3,"0,2","2,7324"
TEC-MA-10000822,"8159,952",8,"0,4","-1359,992"
OFF-ST-10000991,"275,928",3,"0,2","-58,6347"
FUR-CH-10004287,"1740,06",9,"0,3","-24,858"
OFF-AR-10002656,"32,064",6,"0,2","6,8136"
OFF-AP-10002518,"177,98",5,"0,8","-453,849"
TEC-PH-10003931,"143,976",3,"0,2","8,9985"
OFF-PA-10000659,"20,94",3,0,"9,8418"
OFF-PA-10001144,"110,96",2,0,"53,2608"
FUR-CH-10003817,"340,144",7,"0,2","21,259"
OFF-AP-10000891,"52,448",2,"0,8","-131,12"
OFF-LA-10003148,"20,16",4,"0,2","6,552"
OFF-AP-10002684,"97,264",4,"0,8","-243,16"
FUR-CH-10004698,"396,802",7,"0,3","-11,3372"
OFF-SU-10002189,"15,88",5,"0,2","-3,7715"
OFF-AR-10001940,"3,28",1,0,"1,4104"
OFF-ST-10003455,"24,816",2,"0,2","1,8612"
TEC-AC-10004659,"408,744",7,"0,2","76,6395"
TEC-PH-10003273,"503,96",4,0,"131,0296"
TEC-PH-10004896,"149,95",5,0,"41,986"
TEC-AC-10002345,29,2,0,"7,25"
OFF-BI-10001890,"7,16",2,0,"3,4368"
TEC-AC-10002323,"176,8",8,0,"22,984"
OFF-ST-10001328,"37,224",3,"0,2","3,7224"
OFF-PA-10001950,"20,016",3,"0,2","6,255"
FUR-BO-10002613,"899,136",4,"0,2","112,392"
TEC-PH-10001552,"71,76",6,0,"20,0928"
OFF-PA-10000061,"51,84",8,0,"24,8832"
FUR-BO-10002545,"626,352",3,"0,2","46,9764"
OFF-AR-10003514,"19,9",5,0,"6,567"
OFF-EN-10001509,"14,28",7,0,"6,7116"
OFF-AR-10004685,"7,408",2,"0,2","1,2038"
OFF-AR-10004027,"6,048",3,"0,2","1,5876"
OFF-ST-10001414,"46,26",3,0,"12,0276"
OFF-BI-10000343,"2,946",2,"0,7","-2,2586"
OFF-PA-10002749,"16,056",3,"0,2","5,8203"
OFF-PA-10002666,"21,744",3,"0,2","6,795"
FUR-TA-10004289,"218,75",2,"0,5","-161,875"
OFF-AP-10003622,"2,6",1,"0,2","0,2925"
OFF-AP-10003217,"66,284",2,"0,8","-178,9668"
FUR-FU-10002960,"35,168",7,"0,2","9,6712"
TEC-PH-10001918,"444,768",4,"0,2","44,4768"
OFF-ST-10000642,"83,92",4,0,"5,8744"
TEC-PH-10001700,"131,98",2,0,"35,6346"
OFF-BI-10003274,"15,92",4,0,"7,4824"
OFF-FA-10000134,"52,29",9,0,"16,2099"
OFF-ST-10001522,"91,99",1,0,"3,6796"
TEC-AC-10001266,"20,8",2,"0,2","6,5"
OFF-LA-10004544,"23,68",2,"0,2","8,88"
FUR-BO-10004695,"452,45",5,"0,5","-244,323"
TEC-PH-10002844,"62,982",3,"0,4","-14,6958"
TEC-MA-10000864,1188,9,"0,7","-950,4"
TEC-AC-10000109,"89,584",2,"0,2","4,4792"
OFF-ST-10001328,"93,06",6,0,"26,0568"
TEC-PH-10002563,"302,376",3,"0,2","22,6782"
OFF-FA-10000585,"5,584",2,"0,2","1,8148"
OFF-PA-10004000,"22,704",6,"0,2","8,2302"
OFF-BI-10002852,"19,776",4,"0,7","-13,8432"
FUR-FU-10000087,"72,704",4,"0,2","19,0848"
TEC-MA-10001148,"479,988",4,"0,7","-383,9904"
OFF-AR-10001958,"27,168",2,"0,2","2,7168"
OFF-AR-10001026,"2,2",1,0,"0,968"
FUR-TA-10003748,"622,45",5,0,"136,939"
OFF-ST-10002485,"21,98",1,0,"0,2198"
FUR-CH-10004860,"161,568",2,"0,2","-28,2744"
FUR-CH-10004477,"389,696",8,"0,2","43,8408"
OFF-BI-10001679,"18,648",7,"0,7","-12,432"
FUR-TA-10001705,"233,86",2,"0,45","-102,048"
FUR-TA-10003473,"620,6145",3,"0,45","-248,2458"
OFF-BI-10001679,"5,328",2,"0,7","-3,552"
FUR-FU-10004017,"258,072",3,"0,2",0
TEC-AC-10003832,"617,976",3,"0,2","-7,7247"
OFF-PA-10002479,"10,56",2,0,"4,752"
OFF-PA-10003349,"25,92",5,"0,2","9,396"
FUR-FU-10000576,"419,68",5,"0,6","-356,728"
FUR-FU-10004351,"11,688",3,"0,6","-4,6752"
TEC-PH-10000011,"31,984",2,"0,2","11,1944"
FUR-TA-10002607,"177,225",5,"0,5","-120,513"
FUR-FU-10002505,"4,044",3,"0,6","-2,8308"
OFF-AR-10004685,"7,408",2,"0,2","1,2038"
FUR-CH-10004063,"2001,86",7,0,"580,5394"
OFF-ST-10002276,"166,72",2,0,"41,68"
OFF-PA-10004082,"47,88",6,0,"23,94"
OFF-AP-10002945,"1503,25",5,0,"496,0725"
OFF-PA-10000061,"25,92",4,0,"12,4416"
FUR-CH-10002965,"321,568",2,"0,2","28,1372"
OFF-PA-10004569,"7,61",1,0,"3,5767"
TEC-AC-10003832,"3347,37",13,0,"636,0003"
OFF-ST-10001228,"80,58",6,0,"22,5624"
OFF-EN-10003296,"361,92",4,0,"162,864"
FUR-FU-10002505,"12,132",9,"0,6","-8,4924"
OFF-ST-10004804,"82,368",2,"0,2","-19,5624"
OFF-ST-10001590,"53,92",5,"0,2","4,044"
TEC-PH-10001580,"647,904",6,"0,2","56,6916"
TEC-AC-10000290,"20,37",3,0,"6,9258"
OFF-ST-10002790,"221,55",3,0,"6,6465"
OFF-BI-10003460,"17,52",5,"0,2","6,132"
OFF-AP-10002203,"1,624",2,"0,8","-4,466"
TEC-MA-10000822,"3059,982",3,"0,4","-509,997"
TEC-MA-10003353,"2519,958",7,"0,4","-251,9958"
TEC-PH-10001433,"328,224",4,"0,2","28,7196"
TEC-AC-10004469,"79,9",2,0,"35,156"
OFF-AR-10003602,"14,016",3,"0,2","4,7304"
OFF-FA-10003472,"7,56",6,0,"0,3024"
OFF-ST-10004180,"37,208",1,"0,2","-7,4416"
OFF-EN-10004386,"57,576",3,"0,2","21,591"
OFF-ST-10003208,"725,84",4,0,"210,4936"
TEC-AC-10003628,"209,93",7,0,"92,3692"
FUR-FU-10003274,"5,28",3,0,"2,3232"
OFF-BI-10002557,"10,92",3,"0,2","4,095"
OFF-PA-10002615,"8,82",2,0,"4,0572"
OFF-AR-10001427,"5,98",1,0,"1,5548"
OFF-PA-10000673,"11,648",2,"0,2","4,0768"
OFF-PA-10004470,"18,176",4,"0,2","5,9072"
OFF-ST-10000876,"59,712",6,"0,2","5,9712"
OFF-LA-10002043,"24,84",3,"0,2","8,694"
OFF-BI-10004967,"2,08",5,"0,8","-3,432"
TEC-PH-10001760,"1114,4",7,"0,2","376,11"
FUR-TA-10002903,"1038,84",5,"0,2","51,942"
OFF-PA-10000474,"141,76",5,"0,2","47,844"
TEC-AC-10001956,"239,8",5,"0,2","47,96"
OFF-PA-10004100,"31,104",6,"0,2","10,8864"
OFF-BI-10000778,"254,058",7,"0,7","-169,372"
OFF-AP-10002684,"194,528",2,"0,2","24,316"
OFF-SU-10000646,"961,48",5,"0,2","-204,3145"
OFF-FA-10002983,"19,096",7,"0,2","6,6836"
OFF-LA-10004689,"18,496",8,"0,2","6,2424"
TEC-AC-10002001,"255,984",2,"0,2","54,3966"
FUR-BO-10004709,"86,97",3,"0,5","-48,7032"
FUR-FU-10004091,"300,416",8,"0,2","78,8592"
FUR-CH-10001891,"230,352",3,"0,2","20,1558"
FUR-FU-10002918,"218,352",3,"0,2","-24,5646"
OFF-BI-10004593,"78,6",5,"0,7","-62,88"
OFF-FA-10004854,"27,552",3,"0,2","9,2988"
OFF-PA-10002105,"32,4",5,0,"15,552"
OFF-ST-10002756,"1082,48",8,0,"10,8248"
OFF-PA-10004243,"56,91",3,0,"27,3168"
FUR-FU-10001861,"77,6",4,0,"38,024"
OFF-BI-10002706,"14,28",1,0,"6,5688"
FUR-TA-10002533,"219,075",3,"0,5","-131,445"
FUR-FU-10002671,"26,8",2,0,"12,864"
OFF-AR-10003651,"9,84",3,0,"2,8536"
OFF-BI-10001072,"45,48",3,0,"20,9208"
OFF-AR-10002135,"289,2",6,0,"83,868"
OFF-AR-10002804,"4,89",1,0,"2,0049"
FUR-FU-10001918,"15,136",4,"0,2","3,5948"
FUR-CH-10004086,"466,768",2,"0,2","52,5114"
FUR-FU-10001756,"15,232",1,"0,2","1,7136"
OFF-LA-10000634,"6,264",3,"0,2","2,0358"
FUR-FU-10001588,"87,54",3,0,"37,6422"
TEC-PH-10002398,"178,384",2,"0,2","22,298"
OFF-PA-10001937,"15,552",3,"0,2","5,4432"
OFF-AR-10003373,"99,136",4,"0,2","8,6744"
FUR-CH-10002602,"135,882",1,"0,1","24,1568"
TEC-MA-10002927,"3991,98",2,0,"1995,99"
TEC-PH-10004093,"275,94",6,0,"80,0226"
TEC-AC-10000892,360,4,0,"129,6"
OFF-ST-10002974,"43,57",1,0,"13,071"
OFF-FA-10000624,"7,16",2,0,"3,58"
OFF-BI-10004593,"251,52",6,"0,2","81,744"
TEC-AC-10001908,"99,99",1,0,"34,9965"
FUR-FU-10001967,"15,992",1,"0,2","0,9995"
TEC-PH-10003645,"290,898",3,"0,4","-67,8762"
OFF-ST-10000675,"54,224",2,"0,2","3,389"
FUR-CH-10003312,"786,744",4,"0,3","-258,5016"
OFF-LA-10001074,"100,24",10,"0,2","33,831"
OFF-BI-10001524,"37,764",6,"0,7","-27,6936"
TEC-PH-10004614,"82,8",2,"0,4","-20,7"
OFF-BI-10001153,"20,724",2,"0,7","-13,816"
OFF-BI-10001982,"4,896",3,"0,7","-3,4272"
OFF-BI-10001922,"4,752",1,"0,2","1,6038"
TEC-CO-10001449,"959,984",2,"0,2","335,9944"
OFF-BI-10004140,"14,368",4,"0,2","4,49"
OFF-BI-10003314,"7,712",2,"0,2","2,7956"
FUR-TA-10004575,"698,352",3,"0,2","-17,4588"
OFF-FA-10000490,"4,96",4,0,"2,3312"
OFF-AR-10000122,"17,856",4,"0,2","1,116"
OFF-BI-10003656,"509,97",10,"0,7","-407,976"
OFF-FA-10002780,"30,992",13,"0,2","10,0724"
TEC-PH-10000702,"71,928",12,"0,4","8,3916"
OFF-ST-10000107,"88,8",4,"0,2","-2,22"
TEC-PH-10002293,"47,976",3,"0,2","4,7976"
OFF-AR-10004027,"7,56",3,0,"3,0996"
OFF-PA-10000249,"24,56",2,0,"11,5432"
OFF-AR-10001374,"12,96",2,0,"4,1472"
TEC-AC-10000290,"6,79",1,0,"2,3086"
OFF-PA-10001970,"24,56",2,0,"11,5432"
OFF-BI-10002160,"3,048",1,"0,2","1,0668"
OFF-PA-10001970,"49,12",4,0,"23,0864"
OFF-BI-10004995,"4355,168",4,"0,2","1415,4296"
FUR-BO-10002268,"388,704",6,"0,2","-4,8588"
OFF-EN-10001137,"8,26",2,0,"3,7996"
OFF-AR-10002399,"17,04",4,0,"6,9864"
OFF-PA-10002713,"34,4",5,0,"15,824"
OFF-PA-10002666,"36,24",5,"0,2","11,325"
OFF-AP-10001124,"647,84",8,0,"168,4384"
OFF-LA-10001158,"20,7",2,0,"9,936"
OFF-LA-10001158,"20,7",2,0,"9,936"
FUR-CH-10000785,"488,646",3,"0,1","86,8704"
OFF-AR-10003732,"5,56",2,0,"1,4456"
FUR-FU-10000023,"47,12",8,0,"20,7328"
OFF-ST-10001713,"211,96",4,0,"8,4784"
OFF-BI-10002412,"23,2",4,0,"10,44"
OFF-SU-10001225,"7,36",2,0,"0,1472"
OFF-ST-10002406,"104,79",7,0,"29,3412"
FUR-BO-10002545,"1043,92",4,0,"271,4192"
OFF-PA-10002036,"25,92",5,"0,2","9,396"
OFF-ST-10002205,"53,424",3,"0,2","4,6746"
OFF-BI-10001982,"8,16",5,"0,7","-5,712"
TEC-AC-10003911,"1023,936",8,"0,2","179,1888"
OFF-AR-10000658,"9,24",1,"0,2","0,924"
TEC-AC-10002076,"479,04",10,"0,2","-29,94"
OFF-PA-10003039,"99,136",4,"0,2","30,98"
FUR-TA-10004915,"1488,424",7,"0,3","-297,6848"
OFF-AP-10000696,"8,652",3,"0,8","-20,3322"
OFF-ST-10003327,"23,832",3,"0,2","2,6811"
OFF-BI-10000309,"12,176",4,"0,8","-18,8728"
OFF-PA-10004734,"50,96",7,0,"25,48"
OFF-BI-10002225,"49,536",3,"0,2","17,3376"
TEC-AC-10004708,"41,9",2,0,"8,799"
FUR-TA-10000617,"375,4575",3,"0,45","-157,0095"
TEC-AC-10002335,"83,976",3,"0,2","-1,0497"
TEC-MA-10001681,"482,34",4,"0,7","-337,638"
FUR-FU-10001935,"2,96",1,"0,2","0,777"
OFF-AR-10004757,"2,624",1,"0,2","0,4264"
OFF-BI-10000050,"23,36",4,"0,2","7,884"
TEC-AC-10001998,"39,98",2,0,"13,5932"
TEC-PH-10003012,"246,384",2,"0,2","27,7182"
TEC-CO-10002313,"1799,97",3,0,"701,9883"
OFF-BI-10003982,"12,462",3,"0,8","-20,5623"
OFF-BI-10004492,"75,792",3,"0,2","25,5798"
OFF-ST-10000798,"49,96",2,0,"9,4924"
OFF-PA-10002552,"12,96",2,0,"6,2208"
OFF-SU-10002573,"70,12",4,0,"21,036"
OFF-ST-10001580,"35,952",3,"0,2","3,5952"
FUR-BO-10004834,"2396,2656",4,"0,32","-317,1528"
OFF-ST-10000934,"131,136",4,"0,2","-32,784"
TEC-AC-10000158,"57,584",2,"0,2","0,7198"
OFF-PA-10001947,"9,568",2,"0,2","3,4684"
OFF-AR-10003478,"39,072",6,"0,2","9,768"
OFF-AP-10004249,"35,91",3,0,"9,6957"
TEC-AC-10000158,"179,95",5,0,"37,7895"
TEC-CO-10004115,"1199,976",3,"0,2","434,9913"
OFF-PA-10003724,"27,15",5,0,"13,3035"
FUR-TA-10002041,"1004,024",7,"0,2","-112,9527"
OFF-PA-10002893,"9,68",1,0,"4,6464"
OFF-LA-10003766,"28,35",9,0,"13,608"
OFF-PA-10001970,"55,98",1,0,"27,4302"
FUR-BO-10001972,"1336,829",13,"0,15","31,4548"
FUR-CH-10003956,"113,568",2,"0,2","-18,4548"
OFF-PA-10000157,"139,86",7,0,"65,7342"
FUR-CH-10001891,"307,136",4,"0,2","26,8744"
OFF-AR-10004344,"95,92",8,0,"25,8984"
FUR-CH-10004886,"383,8",5,"0,2","38,38"
OFF-PA-10003845,"5,78",1,0,"2,8322"
OFF-AR-10001573,"9,32",4,0,"2,7028"
OFF-EN-10000483,"15,25",1,0,"7,015"
TEC-AC-10004114,"196,752",6,"0,2","56,5662"
FUR-FU-10004712,"56,56",4,0,"14,7056"
OFF-ST-10000918,"32,7",3,0,"8,502"
FUR-CH-10000015,"866,4",4,0,"225,264"
FUR-FU-10003347,"28,4",2,0,"11,076"
OFF-BI-10001543,"287,92",8,0,"138,2016"
TEC-MA-10000029,"69,99",1,0,"30,0957"
OFF-AR-10000369,"6,672",6,"0,2","0,5004"
OFF-BI-10004584,"189,588",2,"0,7","-145,3508"
TEC-AC-10004659,"408,744",7,"0,2","76,6395"
TEC-AC-10004659,"291,96",5,"0,2","54,7425"
OFF-ST-10000617,"4,768",2,"0,2","-0,7748"
OFF-ST-10003306,"714,3",5,0,"207,147"
OFF-BI-10000773,"4,812",2,"0,7","-3,6892"
TEC-AC-10002600,"247,8",5,"0,2","-18,585"
TEC-MA-10002937,"1007,979",3,"0,3","43,1991"
OFF-PA-10001970,"313,488",7,"0,2","113,6394"
OFF-PA-10002230,"31,872",8,"0,2","11,5536"
FUR-CH-10003396,"207,846",3,"0,1","2,3094"
FUR-FU-10000246,"12,22",1,0,"3,666"
OFF-ST-10000060,"194,94",3,0,"23,3928"
OFF-ST-10003058,"70,95",3,0,"20,5755"
OFF-PA-10002222,"91,36",4,0,"42,0256"
FUR-CH-10002372,"242,94",3,0,"29,1528"
OFF-LA-10001317,"22,05",7,0,"10,584"
FUR-FU-10000206,"2,91",1,0,"1,3677"
OFF-AR-10000588,"59,52",3,0,"15,4752"
OFF-ST-10001469,"161,94",3,0,"9,7164"
OFF-AR-10001953,"263,88",6,0,"71,2476"
OFF-AR-10003156,"30,48",3,0,"7,9248"
OFF-AR-10004974,"9,84",3,0,"2,8536"
TEC-PH-10002365,"35,12",4,0,"9,1312"
FUR-TA-10001539,"284,364",2,"0,4","-75,8304"
OFF-ST-10000142,"665,408",2,"0,2","66,5408"
TEC-AC-10001772,"63,88",4,0,"24,9132"
FUR-CH-10000225,"129,568",2,"0,2","-24,294"
FUR-CH-10002331,"747,558",3,"0,3","-96,1146"
OFF-EN-10001415,"8,928",2,"0,2","3,348"
OFF-AP-10002472,"103,92",4,0,"36,372"
TEC-AC-10004571,"899,91",9,0,"377,9622"
OFF-BI-10001098,"51,312",3,"0,2","18,6006"
FUR-FU-10000023,"23,56",5,"0,2","7,068"
FUR-TA-10001889,"1272,63",6,"0,5","-814,4832"
OFF-BI-10000315,"28,485",5,"0,7","-20,889"
OFF-SU-10003505,"185,376",2,"0,2","-34,758"
OFF-AP-10002578,"78,272",2,"0,2","5,8704"
FUR-FU-10002918,"254,744",7,"0,6","-312,0614"
FUR-BO-10002824,"205,3328",2,"0,32","-36,2352"
OFF-BI-10002194,"4,788",3,"0,8","-7,9002"
OFF-PA-10004071,"55,48",1,0,"26,6304"
OFF-ST-10002743,"340,92",3,0,"3,4092"
FUR-BO-10001601,"222,666",2,"0,15","10,4784"
TEC-PH-10002680,"703,968",4,"0,2","87,996"
OFF-ST-10001321,"92,52",6,0,"24,9804"
OFF-PA-10001509,"62,65",7,0,"28,819"
OFF-PA-10003465,"94,85",5,0,"45,528"
TEC-PH-10000149,"95,76",6,"0,2","7,182"
FUR-FU-10002671,"40,2",3,0,"19,296"
OFF-AR-10003045,"14,7",5,0,"6,615"
OFF-ST-10000689,"704,25",5,0,"84,51"
TEC-AC-10001445,"9,09",3,0,"1,9089"
OFF-AR-10002053,"5,96",2,0,"1,6688"
TEC-AC-10002567,"159,98",2,0,"57,5928"
OFF-LA-10003923,"29,6",2,0,"14,8"
FUR-BO-10001337,"514,165",5,"0,15","-30,245"
TEC-PH-10001924,"279,96",5,"0,2","17,4975"
TEC-PH-10001363,"2735,952",6,"0,2","341,994"
TEC-PH-10000376,"7,992",1,"0,2","0,5994"
TEC-AC-10000303,"63,984",2,"0,2","10,3974"
OFF-AR-10001953,"70,368",2,"0,2","6,1572"
OFF-ST-10001809,"449,15",5,0,"8,983"
OFF-EN-10003845,"11,07",3,0,"5,0922"
TEC-AC-10000991,"93,98",2,0,"13,1572"
FUR-TA-10001857,"189,882",3,"0,4","-94,941"
OFF-EN-10001434,"105,42",2,0,"51,6558"
OFF-BI-10002498,"119,616",8,"0,2","40,3704"
